directory,subject,timestamp,x,y,z,activity_type
2807,U3,2024-09-05 21:25:35.365000+01:00,1.891,-0.558,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:35.520000+01:00,1.872,-0.565,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:35.682000+01:00,1.875,-0.555,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:35.843000+01:00,1.884,-0.558,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.004000+01:00,1.896,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.165000+01:00,1.887,-0.575,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.322000+01:00,1.87,-0.539,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.482000+01:00,1.872,-0.563,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.640000+01:00,1.884,-0.572,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.802000+01:00,1.877,-0.567,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:36.964000+01:00,1.875,-0.57,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:37.124000+01:00,1.879,-0.543,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:37.285000+01:00,1.877,-0.548,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:37.445000+01:00,1.887,-0.577,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:37.601000+01:00,1.877,-0.579,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:37.764000+01:00,1.882,-0.558,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:37.924000+01:00,1.889,-0.555,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:38.084000+01:00,1.894,-0.565,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:38.244000+01:00,1.913,-0.567,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:38.404000+01:00,1.879,-0.57,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:38.565000+01:00,1.872,-0.56,9.95,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:38.721000+01:00,1.875,-0.565,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:38.885000+01:00,1.884,-0.558,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:39.045000+01:00,1.908,-0.57,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:39.201000+01:00,1.896,-0.558,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:39.361000+01:00,1.896,-0.565,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:39.524000+01:00,1.889,-0.567,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:39.683000+01:00,1.889,-0.567,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:39.844000+01:00,1.889,-0.563,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.002000+01:00,1.879,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.165000+01:00,1.889,-0.563,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.322000+01:00,1.884,-0.57,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.482000+01:00,1.887,-0.565,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.644000+01:00,1.894,-0.563,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.802000+01:00,1.894,-0.555,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:40.964000+01:00,1.879,-0.57,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:41.125000+01:00,1.879,-0.548,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:41.280000+01:00,1.879,-0.563,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:41.444000+01:00,1.901,-0.558,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:41.601000+01:00,1.889,-0.572,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:41.761000+01:00,1.872,-0.575,9.943,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:41.925000+01:00,1.896,-0.553,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:42.081000+01:00,1.879,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:42.245000+01:00,1.887,-0.563,9.91,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:42.401000+01:00,1.894,-0.57,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:42.565000+01:00,1.901,-0.539,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:42.721000+01:00,1.894,-0.546,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:42.885000+01:00,1.899,-0.553,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:43.044000+01:00,1.882,-0.548,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:43.201000+01:00,1.879,-0.548,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:43.364000+01:00,1.879,-0.56,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:43.525000+01:00,1.887,-0.567,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:43.681000+01:00,1.875,-0.567,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:43.840000+01:00,1.889,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.005000+01:00,1.889,-0.563,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.165000+01:00,1.894,-0.565,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.325000+01:00,1.891,-0.565,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.485000+01:00,1.877,-0.555,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.642000+01:00,1.887,-0.558,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.801000+01:00,1.891,-0.56,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:44.961000+01:00,1.884,-0.565,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:45.124000+01:00,1.894,-0.555,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:45.285000+01:00,1.891,-0.553,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:45.442000+01:00,1.882,-0.563,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:45.601000+01:00,1.877,-0.572,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:45.764000+01:00,1.889,-0.563,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:45.924000+01:00,1.875,-0.558,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:46.082000+01:00,1.879,-0.57,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:46.244000+01:00,1.911,-0.558,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:46.402000+01:00,1.884,-0.563,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:46.566000+01:00,1.884,-0.575,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:46.724000+01:00,1.891,-0.551,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:46.882000+01:00,1.882,-0.565,9.95,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:47.043000+01:00,1.882,-0.567,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:47.204000+01:00,1.896,-0.548,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:47.359000+01:00,1.882,-0.575,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:47.522000+01:00,1.879,-0.555,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:47.683000+01:00,1.887,-0.553,9.965,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:47.842000+01:00,1.899,-0.57,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.004000+01:00,1.882,-0.565,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.165000+01:00,1.879,-0.563,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.323000+01:00,1.891,-0.551,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.481000+01:00,1.872,-0.563,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.642000+01:00,1.896,-0.563,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.805000+01:00,1.889,-0.565,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:48.962000+01:00,1.887,-0.57,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:49.124000+01:00,1.896,-0.548,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:49.283000+01:00,1.877,-0.565,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:49.445000+01:00,1.891,-0.56,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:49.601000+01:00,1.882,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:49.764000+01:00,1.884,-0.567,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:49.924000+01:00,1.899,-0.548,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:50.082000+01:00,1.891,-0.577,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:50.241000+01:00,1.884,-0.56,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:50.401000+01:00,1.887,-0.565,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:50.562000+01:00,1.879,-0.577,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:50.718000+01:00,1.879,-0.563,9.91,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:50.878000+01:00,1.903,-0.543,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:51.040000+01:00,1.872,-0.565,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:51.205000+01:00,1.879,-0.577,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:51.360000+01:00,1.884,-0.582,9.905,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:51.524000+01:00,1.889,-0.539,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:51.681000+01:00,1.877,-0.551,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:51.842000+01:00,1.884,-0.558,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.005000+01:00,1.891,-0.565,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.162000+01:00,1.918,-0.563,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.321000+01:00,1.858,-0.594,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.484000+01:00,1.891,-0.572,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.641000+01:00,1.896,-0.56,9.9,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.804000+01:00,1.879,-0.575,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:52.964000+01:00,1.879,-0.567,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:53.125000+01:00,1.915,-0.558,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:53.285000+01:00,1.882,-0.563,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:53.439000+01:00,1.875,-0.565,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:53.599000+01:00,1.915,-0.553,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:53.761000+01:00,1.891,-0.56,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:53.924000+01:00,1.891,-0.57,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:54.085000+01:00,1.896,-0.539,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:54.240000+01:00,1.882,-0.582,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:54.401000+01:00,1.872,-0.56,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:54.565000+01:00,1.879,-0.555,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:54.723000+01:00,1.894,-0.56,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:54.885000+01:00,1.884,-0.587,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:55.042000+01:00,1.887,-0.551,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:55.204000+01:00,1.875,-0.553,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:55.363000+01:00,1.877,-0.567,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:55.521000+01:00,1.887,-0.56,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:55.684000+01:00,1.882,-0.563,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:55.841000+01:00,1.882,-0.555,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.004000+01:00,1.889,-0.567,9.905,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.160000+01:00,1.894,-0.558,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.321000+01:00,1.884,-0.563,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.485000+01:00,1.887,-0.558,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.641000+01:00,1.882,-0.56,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.802000+01:00,1.894,-0.565,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:56.962000+01:00,1.872,-0.543,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:57.123000+01:00,1.877,-0.534,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:57.282000+01:00,1.899,-0.553,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:57.442000+01:00,1.877,-0.551,9.9,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:57.601000+01:00,1.891,-0.553,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:57.762000+01:00,1.887,-0.56,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:57.925000+01:00,1.867,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:58.085000+01:00,1.894,-0.572,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:58.241000+01:00,1.896,-0.567,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:58.404000+01:00,1.882,-0.572,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:58.565000+01:00,1.882,-0.555,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:58.722000+01:00,1.896,-0.539,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:58.884000+01:00,1.872,-0.553,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:59.045000+01:00,1.899,-0.551,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:59.202000+01:00,1.879,-0.551,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:59.361000+01:00,1.884,-0.553,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:59.524000+01:00,1.887,-0.563,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:59.683000+01:00,1.889,-0.579,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:59.841000+01:00,1.884,-0.567,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:26:00.001000+01:00,1.901,-0.565,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:00.162000+01:00,1.889,-0.543,9.922,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:00.321000+01:00,1.879,-0.546,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:00.485000+01:00,1.889,-0.567,9.936,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:00.642000+01:00,1.903,-0.553,9.912,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:00.801000+01:00,1.894,-0.558,9.917,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:00.965000+01:00,1.901,-0.551,9.922,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:01.124000+01:00,1.899,-0.57,9.924,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:01.282000+01:00,1.872,-0.57,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:01.440000+01:00,1.896,-0.587,9.922,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:01.600000+01:00,1.887,-0.565,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:01.762000+01:00,1.891,-0.563,9.936,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:01.921000+01:00,1.894,-0.567,9.941,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:02.085000+01:00,1.894,-0.567,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:02.246000+01:00,1.877,-0.548,9.91,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:02.404000+01:00,1.872,-0.563,9.929,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:02.561000+01:00,1.879,-0.541,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:02.725000+01:00,1.903,-0.546,9.929,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:02.884000+01:00,1.896,-0.546,9.912,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:03.042000+01:00,1.884,-0.565,9.912,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:03.202000+01:00,1.887,-0.56,9.902,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:03.362000+01:00,1.884,-0.567,9.917,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:03.524000+01:00,1.889,-0.57,9.955,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:03.682000+01:00,1.889,-0.558,9.924,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:03.844000+01:00,1.889,-0.548,9.924,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.001000+01:00,1.875,-0.548,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.162000+01:00,1.879,-0.56,9.914,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.323000+01:00,1.891,-0.558,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.484000+01:00,1.887,-0.56,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.642000+01:00,1.882,-0.558,9.934,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.801000+01:00,1.899,-0.567,9.943,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:04.962000+01:00,1.884,-0.577,9.938,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:05.125000+01:00,1.884,-0.575,9.941,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:05.282000+01:00,1.899,-0.572,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:05.445000+01:00,1.887,-0.57,9.907,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:05.600000+01:00,1.887,-0.543,9.938,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:05.761000+01:00,1.879,-0.567,9.907,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:05.925000+01:00,1.891,-0.558,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:06.085000+01:00,1.884,-0.565,9.929,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:06.244000+01:00,1.887,-0.567,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:06.401000+01:00,1.879,-0.572,9.936,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:06.564000+01:00,1.894,-0.563,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:06.724000+01:00,1.875,-0.558,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:06.885000+01:00,1.87,-0.572,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:07.041000+01:00,1.891,-0.56,9.924,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:07.205000+01:00,1.887,-0.541,9.934,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:07.363000+01:00,1.889,-0.541,9.929,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:07.524000+01:00,1.896,-0.553,9.941,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:07.685000+01:00,1.877,-0.563,9.955,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:07.840000+01:00,1.889,-0.567,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.004000+01:00,1.877,-0.558,9.929,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.165000+01:00,1.896,-0.565,9.924,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.324000+01:00,1.877,-0.563,9.943,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.484000+01:00,1.884,-0.577,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.641000+01:00,1.884,-0.565,9.938,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.801000+01:00,1.891,-0.575,9.922,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:08.960000+01:00,1.875,-0.575,9.922,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:09.122000+01:00,1.887,-0.582,9.926,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:09.284000+01:00,1.901,-0.572,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:09.442000+01:00,1.896,-0.56,9.924,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:09.601000+01:00,1.891,-0.56,9.917,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:09.764000+01:00,1.891,-0.572,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:09.924000+01:00,1.875,-0.555,9.934,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:10.082000+01:00,1.882,-0.567,9.934,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:10.244000+01:00,1.884,-0.567,9.931,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:10.402000+01:00,1.867,-0.57,9.936,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:10.562000+01:00,1.901,-0.565,9.919,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:10.725000+01:00,1.894,-0.563,9.929,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:10.880000+01:00,1.872,-0.555,9.912,5 (Sideway) both hands SHAKING (sitting)
2807,U3,2024-09-05 21:26:11.044000+01:00,1.884,-0.56,9.931,5 (Sideway) both hands SHAKING (sitting)
